sentence,label,domain,year,title,url,slide,obs
Two or more Vehicles Collide.,exloss,automotive,2016,1- Human Interaction and Potential Error Evaluation Associated with Shift By Wire Devices,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/1-VernacchiaArnold-W2016.pdf,10,
Vehicle Collides with Pedestrian(s).,exloss,automotive,2016,1- Human Interaction and Potential Error Evaluation Associated with Shift By Wire Devices,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/1-VernacchiaArnold-W2016.pdf,10,
Vehicle Occupant Injury.,loss,automotive,2016,1- Human Interaction and Potential Error Evaluation Associated with Shift By Wire Devices,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/1-VernacchiaArnold-W2016.pdf,10,
Unintended Park Disengagement.,hazard,automotive,2016,1- Human Interaction and Potential Error Evaluation Associated with Shift By Wire Devices,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/1-VernacchiaArnold-W2016.pdf,10,
Vehicle Roll Away from Not Engaging Park.,hazard,automotive,2016,1- Human Interaction and Potential Error Evaluation Associated with Shift By Wire Devices,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/1-VernacchiaArnold-W2016.pdf,10,
Unintended Change of Direction.,hazard,automotive,2016,1- Human Interaction and Potential Error Evaluation Associated with Shift By Wire Devices,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/1-VernacchiaArnold-W2016.pdf,10,
Unintended Propulsion.,hazard,automotive,2016,1- Human Interaction and Potential Error Evaluation Associated with Shift By Wire Devices,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/1-VernacchiaArnold-W2016.pdf,6,
Loss or major damage to aircraft.,loss,aviation,2016,3-Hazard Analysis for Rotorcraft (UH-60MU),https://psas.scripts.mit.edu/home/wp-content/uploads/2016/01/3-BlakeAbrecht-W2016.pdf,6,
One or more fatalities or significant injuries.,loss,aviation,2016,3-Hazard Analysis for Rotorcraft (UH-60MU),https://psas.scripts.mit.edu/home/wp-content/uploads/2016/01/3-BlakeAbrecht-W2016.pdf,6,
Violation of minimum separation requirements.,hazard,aviation,2016,3-Hazard Analysis for Rotorcraft (UH-60MU),https://psas.scripts.mit.edu/home/wp-content/uploads/2016/01/3-BlakeAbrecht-W2016.pdf,6,
Lack of aircraft control.,hazard,aviation,2016,3-Hazard Analysis for Rotorcraft (UH-60MU),https://psas.scripts.mit.edu/home/wp-content/uploads/2016/01/3-BlakeAbrecht-W2016.pdf,6,
Multiple fatalities.,loss,aviation,2016,6-A Systems Approach to the Development of an Aircraft Smoke Control System,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/6-DaniloRibeiroNEW.pdf,14,
Loss of aircraft.,loss,aviation,2016,6-A Systems Approach to the Development of an Aircraft Smoke Control System,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/6-DaniloRibeiroNEW.pdf,14,
Loss of mission.,loss,aviation,2016,6-A Systems Approach to the Development of an Aircraft Smoke Control System,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/6-DaniloRibeiroNEW.pdf,14,
Smoke inside the cabin.,hazard,aviation,2016,6-A Systems Approach to the Development of an Aircraft Smoke Control System,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/6-DaniloRibeiroNEW.pdf,14,
Uncontrolled fire on board.,hazard,aviation,2016,6-A Systems Approach to the Development of an Aircraft Smoke Control System,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/6-DaniloRibeiroNEW.pdf,14,
Unnecessary loss of relevant functions.,exhazard,aviation,2016,6-A Systems Approach to the Development of an Aircraft Smoke Control System,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/6-DaniloRibeiroNEW.pdf,14,
There shall never be smoke inside the cabin.,constraint,aviation,2016,6-A Systems Approach to the Development of an Aircraft Smoke Control System,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/6-DaniloRibeiroNEW.pdf,15,
There shall never be uncontrolled fire on board.,constraint,aviation,2016,6-A Systems Approach to the Development of an Aircraft Smoke Control System,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/6-DaniloRibeiroNEW.pdf,15,
No relevant function shall be lost when not required.,constraint,aviation,2016,6-A Systems Approach to the Development of an Aircraft Smoke Control System,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/6-DaniloRibeiroNEW.pdf,15,
Train start with people between train door and PSD.,hazard,train,2016,12-Exploring the Systematic Causes of Beijing Subway PSD Accident,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/12-SjZhang-W2016.pdf,12,
There must be no person between train doors and PSDs when the train start.,constraint,train,2016,12-Exploring the Systematic Causes of Beijing Subway PSD Accident,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/12-SjZhang-W2016.pdf,12,
Train departures while door has not been closed completely.,hazard,train,2016,13-Scenario Based STPA Analysis in Automated Urban Guided Transport System,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/13-TangTao-W2016.pdf,13,
"The train did not stop at the parking screen window, open the door.",hazard,train,2016,13-Scenario Based STPA Analysis in Automated Urban Guided Transport System,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/13-TangTao-W2016.pdf,13,
"The train in the process of moving, and open the door.",hazard,train,2016,13-Scenario Based STPA Analysis in Automated Urban Guided Transport System,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/13-TangTao-W2016.pdf,13,
"When passengers get on or off, the door is closed.",hazard,train,2016,13-Scenario Based STPA Analysis in Automated Urban Guided Transport System,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/13-TangTao-W2016.pdf,13,
Unsafe separation from terrain / objects on ground during controlled flight.,hazard,aviation,2016,15-Application of STPA on Small Drone Operation: The Approach and First Results,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/05/15-Nektarios-W2016.pdf,9,
Uncontrolled flight over congested area.,hazard,aviation,2016,15-Application of STPA on Small Drone Operation: The Approach and First Results,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/05/15-Nektarios-W2016.pdf,9,
Unsafe separation from other flying objects during controlled flight.,hazard,aviation,2016,15-Application of STPA on Small Drone Operation: The Approach and First Results,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/05/15-Nektarios-W2016.pdf,9,
Aircraft violate minimum separation with other aircraft.,hazard,aviation,2016,17-Deriving safety constraints for Unmanned Aircraft Systems (UAS),https://psas.scripts.mit.edu/home/wp-content/uploads/2016/05/17-Urano-W2016.pdf,22,steca
Aircraft loses its control or loses airframe integrity.,hazard,aviation,2016,17-Deriving safety constraints for Unmanned Aircraft Systems (UAS),https://psas.scripts.mit.edu/home/wp-content/uploads/2016/05/17-Urano-W2016.pdf,22,steca
Aircraft performs controlled maneuver into ground or into obstacles on ground.,hazard,aviation,2016,17-Deriving safety constraints for Unmanned Aircraft Systems (UAS),https://psas.scripts.mit.edu/home/wp-content/uploads/2016/05/17-Urano-W2016.pdf,22,steca
Aircraft on the ground comes too close to other objects or leaves the paved area.,hazard,aviation,2016,17-Deriving safety constraints for Unmanned Aircraft Systems (UAS),https://psas.scripts.mit.edu/home/wp-content/uploads/2016/05/17-Urano-W2016.pdf,22,steca
Aircraft enters a runway with no clearance.,hazard,aviation,2016,17-Deriving safety constraints for Unmanned Aircraft Systems (UAS),https://psas.scripts.mit.edu/home/wp-content/uploads/2016/05/17-Urano-W2016.pdf,22,steca
Aircraft must maintain separation with other aircraft.,constraint,aviation,2016,17-Deriving safety constraints for Unmanned Aircraft Systems (UAS),https://psas.scripts.mit.edu/home/wp-content/uploads/2016/05/17-Urano-W2016.pdf,22,steca
Aircraft must maintain its control and maintain airframe integrity.,constraint,aviation,2016,17-Deriving safety constraints for Unmanned Aircraft Systems (UAS),https://psas.scripts.mit.edu/home/wp-content/uploads/2016/05/17-Urano-W2016.pdf,22,steca
Aircraft must maintain separation with ground or obstacles on ground.,constraint,aviation,2016,17-Deriving safety constraints for Unmanned Aircraft Systems (UAS),https://psas.scripts.mit.edu/home/wp-content/uploads/2016/05/17-Urano-W2016.pdf,22,steca
Aircraft on ground must maintain separation with other objects and must not leave the paved area.,constraint,aviation,2016,17-Deriving safety constraints for Unmanned Aircraft Systems (UAS),https://psas.scripts.mit.edu/home/wp-content/uploads/2016/05/17-Urano-W2016.pdf,22,steca
Aircraft must not enter a runway without clearance.,constraint,aviation,2016,17-Deriving safety constraints for Unmanned Aircraft Systems (UAS),https://psas.scripts.mit.edu/home/wp-content/uploads/2016/05/17-Urano-W2016.pdf,22,steca
Loss of life and injury.,loss,automotive,2016,19-Systems-Theoretic Process Analysis of Automobile Features for Lane Management,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/03/19-CastilhoFrance-W2016.pdf,22,
Economic loss.,loss,automotive,2016,19-Systems-Theoretic Process Analysis of Automobile Features for Lane Management,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/03/19-CastilhoFrance-W2016.pdf,22,
Vehicle does not maintain safe distance from nearby vehicles.,hazard,automotive,2016,19-Systems-Theoretic Process Analysis of Automobile Features for Lane Management,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/03/19-CastilhoFrance-W2016.pdf,22,
Vehicle does not maintain safe distance from terrain and other obstacles.,hazard,automotive,2016,19-Systems-Theoretic Process Analysis of Automobile Features for Lane Management,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/03/19-CastilhoFrance-W2016.pdf,22,
Vehicle occupants exposed to harmful effects and/or health hazards.,hazard,automotive,2016,19-Systems-Theoretic Process Analysis of Automobile Features for Lane Management,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/03/19-CastilhoFrance-W2016.pdf,22,
People die or get injured from road crashes.,loss,automotive,2016,20-Can STPA contribute to identify hazards of different nature and improve safety of automated vehicles?,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/20-Alvarez-W2016.pdf,12,
Property damage from road crashes.,loss,automotive,2016,20-Can STPA contribute to identify hazards of different nature and improve safety of automated vehicles?,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/20-Alvarez-W2016.pdf,12,
"Vehicle (driven by human, automation or in cooperation) violates minimum safety distance to objects, road users, vehicles, etc.",hazard,automotive,2016,20-Can STPA contribute to identify hazards of different nature and improve safety of automated vehicles?,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/20-Alvarez-W2016.pdf,12,
"Vehicle (driven by human, automation or in cooperation) leaves the roadway.",hazard,automotive,2016,20-Can STPA contribute to identify hazards of different nature and improve safety of automated vehicles?,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/20-Alvarez-W2016.pdf,12,
"Vehicle must not violate minimum safety distance to objects, road users, vehicles, etc.",constraint,automotive,2016,20-Can STPA contribute to identify hazards of different nature and improve safety of automated vehicles?,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/20-Alvarez-W2016.pdf,12,
Vehicle must not leave the roadway.,constraint,automotive,2016,20-Can STPA contribute to identify hazards of different nature and improve safety of automated vehicles?,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/20-Alvarez-W2016.pdf,12,
Death or serious injury to rider or operator.,loss,other,2016,24-Understanding STPA-Sec through a Simple Roller Coaster Example,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/01/24-BillYoung-W2016.pdf,11,stpa-sec
Significant devaluation of Acme stock.,loss,other,2016,24-Understanding STPA-Sec through a Simple Roller Coaster Example,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/01/24-BillYoung-W2016.pdf,11,stpa-sec
Significant Damage to Smart Coaster.,loss,other,2016,24-Understanding STPA-Sec through a Simple Roller Coaster Example,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/01/24-BillYoung-W2016.pdf,11,stpa-sec
Loss of Acme Intellectual Property.,loss,other,2016,24-Understanding STPA-Sec through a Simple Roller Coaster Example,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/01/24-BillYoung-W2016.pdf,11,stpa-sec
Loss of company reputation.,loss,other,2016,24-Understanding STPA-Sec through a Simple Roller Coaster Example,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/01/24-BillYoung-W2016.pdf,11,stpa-sec
Loss of consumer (rider) PII.,loss,other,2016,24-Understanding STPA-Sec through a Simple Roller Coaster Example,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/01/24-BillYoung-W2016.pdf,11,stpa-sec
Rider or operator exposed to dangerous physiological conditions.,hazard,other,2016,24-Understanding STPA-Sec through a Simple Roller Coaster Example,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/01/24-BillYoung-W2016.pdf,12,stpa-sec
Rider unsecure during ride operations.,hazard,other,2016,24-Understanding STPA-Sec through a Simple Roller Coaster Example,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/01/24-BillYoung-W2016.pdf,12,stpa-sec
Smart Coaster operated outside of established parameters.,hazard,other,2016,24-Understanding STPA-Sec through a Simple Roller Coaster Example,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/01/24-BillYoung-W2016.pdf,12,stpa-sec
Intellectual Property exposed to unauthorized individuals.,hazard,other,2016,24-Understanding STPA-Sec through a Simple Roller Coaster Example,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/01/24-BillYoung-W2016.pdf,12,stpa-sec
Company takes actions inconsistent with stated values.,hazard,other,2016,24-Understanding STPA-Sec through a Simple Roller Coaster Example,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/01/24-BillYoung-W2016.pdf,12,stpa-sec
Consumer (rider) PII exposed to unauthorized individuals.,hazard,other,2016,24-Understanding STPA-Sec through a Simple Roller Coaster Example,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/01/24-BillYoung-W2016.pdf,12,stpa-sec
Smart coaster fails to deliver calculated rider experience.,hazard,other,2016,24-Understanding STPA-Sec through a Simple Roller Coaster Example,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/01/24-BillYoung-W2016.pdf,12,stpa-sec
